OCLC #,Title,Author,Language,Item type,Publication,Publisher,Year,Database,Notes,Added date
160018289,Drag races,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:11
47886789,Intellectual development,Harvard-Smithsonian Center for Astrophysics. Special Education Dept.; Brown University.; Annenberg/CPB Project.; Annenberg Institute for School Reform.;,English,video_vhs,,"Cambridge, Mass. : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:11
159995007,What is life?,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:11
44400744,"Looking at learning ... again, part 2 : Professional development workshop",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,video_vhs,,"Cambridge, Mass : Smithsonian Astrophysical Observatory, Harvard-Smithsonian Center for Astrophysics",2000.0,,,2012-08-24 07:11
42924211,Looking at learning ... again,Harvard-Smithsonian Center for Astrophysics.; Brown University.; Annenberg Institute for School Reform.; Annenberg/CPB Project.;,English,video_vhs,,"Cambridge, Mass : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:11
741250579,Private Universe Teacher Workshops,Harvard-Smithsonian Center for Astrophysics. Private Universe Project.;,English,video,,"[Boston, MA] : President & Fellows of Harvard College",1995.0,,,2012-08-24 07:11
160015293,Thinking like a mathematician,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:11
57732431,Private Universe Project in mathematics. / Episodes 1-6,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",2000.0,,,2012-08-24 07:11
159995293,Energy flow in communities,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:11
159994851,When continents collide,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:11
160018369,On a roll,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:11
159979338,"The Particle nature of matter : solids, liquids and gases",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:11
160015803,Progressive education : finding solutions that work,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:11
159994920,Our nearest neighbor : the moon,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:11
159994895,Restless landscapes,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:11
159995352,Material cycles in ecosystems,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:11
44324665,Center for Astrophysics (John G. Wolbach) Library.,Harvard-Smithsonian Center for Astrophysics. Library.;,English,book_digital,,"Cambridge, Mass. : John G. Wolbach Library, Harvard-Smithsonian Center for Astrophysics",2000.0,,,2012-08-24 07:10
44306069,"Harvard-Smithsonian Center for Astrophysics, Optical and Infrared Astronomy Division",Harvard-Smithsonian Center for Astrophysics. Optical and Infrared Astronomy Division.,English,book_digital,,"[Cambridge, Mass.?] : Optical and Infrared Division, Harvard-Smithsonian Center for Astrophysics.",,,,2012-08-24 07:10
32527758,The Harvard-Smithsonian Center for Astrophysics,Christopher T  M Chan,English,book_thsis,,,,,,2012-08-24 07:10
11915379,"Supernovae as distance indicators : proceedings of a workshop held at the Harvard-Smithsonian Center for Astrophysics, September 27-28, 1984",Norbert Bartel; Smithsonian Astrophysical Observatory.;,English,book,,Berlin ; New York : Springer-Verlag,1985.0,,,2012-08-24 07:10
160005888,The Many faces of learning,Harvard Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:10
44278292,Harvard-Smithsonian Center for Astrophysics,,English,book_digital,,,,,,2012-08-24 07:10
62707230,Three centuries of astronomy : renovation and restoration of the historic Sears tower and great refractor to create a public education and information center at the Harvard-Smithsonian Center for Astrophysics,Harvard-Smithsonian Center for Astrophysics. Sears Tower Committee.;,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",1991.0,,,2012-08-24 07:10
160006128,The Mind's intelligences,Harvard Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:10
300528805,"Digital video library, Harvard-Smithsonian Center for Astrophysics",Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,web_digital,,"Cambridge, MA : HS Center for Astrophysics",200-,,,2012-08-24 07:10
58404306,"The 6th Biennial HITRAN Database Conference, 19-21 June 2000, Phillips Auditorium, Harvard-Smithsonian Center for Astrophysics, Cambridge, MA.",Harvard-Smithsonian Center for Astrophysics.;,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",2000.0,,,2012-08-24 07:10
